label,lirik,Data Cleaning,Case Folding,Normalisasi,Tokenisasi,Stopword Removal,Stemming,Rejoin
happy,bayangkanlah kedua matamu,bayangkanlah kedua matamu,bayangkanlah kedua matamu,bayangkanlah kedua matamu,"['bayangkanlah', 'kedua', 'matamu']","['bayangkanlah', 'matamu']","['bayang', 'mata']",bayang mata
happy,bayangmu lekat di jiwa,bayangmu lekat di jiwa,bayangmu lekat di jiwa,bayangmu lekat di jiwa,"['bayangmu', 'lekat', 'di', 'jiwa']","['bayangmu', 'lekat', 'jiwa']","['bayang', 'lekat', 'jiwa']",bayang lekat jiwa
happy,Bebaskan  bebaskan gerakmu,Bebaskan  bebaskan gerakmu,bebaskan  bebaskan gerakmu,bebaskan bebaskan gerakmu,"['bebaskan', 'bebaskan', 'gerakmu']","['bebaskan', 'bebaskan', 'gerakmu']","['bebas', 'bebas', 'gerak']",bebas bebas gerak
happy,Beda adalah hal biasa,Beda adalah hal biasa,beda adalah hal biasa,beda adalah hal biasa,"['beda', 'adalah', 'hal', 'biasa']",['beda'],['beda'],beda
happy,begitupun kisahku manis,begitupun kisahku manis,begitupun kisahku manis,begitupun kisahku manis,"['begitupun', 'kisahku', 'manis']","['kisahku', 'manis']","['kisah', 'manis']",kisah manis
happy,Belai lembut jarimu,Belai lembut jarimu,belai lembut jarimu,belai lembut jarimu,"['belai', 'lembut', 'jarimu']","['belai', 'lembut', 'jarimu']","['belai', 'lembut', 'jari']",belai lembut jari
happy,Belum cukup umurnya,Belum cukup umurnya,belum cukup umurnya,belum cukup umurnya,"['belum', 'cukup', 'umurnya']",['umurnya'],['umur'],umur
happy,Berada di hatimu,Berada di hatimu,berada di hatimu,berada di hatimu,"['berada', 'di', 'hatimu']",['hatimu'],['hati'],hati
happy,Berada disampingmu,Berada disampingmu,berada disampingmu,berada disampingmu,"['berada', 'disampingmu']",['disampingmu'],['samping'],samping
happy,Beranilah dan percaya,Beranilah dan percaya,beranilah dan percaya,beranilah dan percaya,"['beranilah', 'dan', 'percaya']","['beranilah', 'percaya']","['rani', 'percaya']",rani percaya
happy,berartinya dirimu,berartinya dirimu,berartinya dirimu,berartinya dirimu,"['berartinya', 'dirimu']","['berartinya', 'dirimu']","['arti', 'diri']",arti diri
happy,Berartinya dirimu  diriku,Berartinya dirimu  diriku,berartinya dirimu  diriku,berartinya dirimu diriku,"['berartinya', 'dirimu', 'diriku']","['berartinya', 'dirimu', 'diriku']","['arti', 'diri', 'diri']",arti diri diri
happy,Berbagi kisah hidup berdua,Berbagi kisah hidup berdua,berbagi kisah hidup berdua,berbagi kisah hidup berdua,"['berbagi', 'kisah', 'hidup', 'berdua']","['berbagi', 'kisah', 'hidup', 'berdua']","['bagi', 'kisah', 'hidup', 'dua']",bagi kisah hidup dua
happy,Berbagi takdir kita selalu,Berbagi takdir kita selalu,berbagi takdir kita selalu,berbagi takdir kita selalu,"['berbagi', 'takdir', 'kita', 'selalu']","['berbagi', 'takdir']","['bagi', 'takdir']",bagi takdir
happy,Berdansa berdua,Berdansa berdua,berdansa berdua,berdansa berdua,"['berdansa', 'berdua']","['berdansa', 'berdua']","['dansa', 'dua']",dansa dua
happy,Berdebar rasa di dada setiap kau tatap mataku,Berdebar rasa di dada setiap kau tatap mataku,berdebar rasa di dada setiap kau tatap mataku,berdebar rasa di dada setiap kamu tatap mataku,"['berdebar', 'rasa', 'di', 'dada', 'setiap', 'kamu', 'tatap', 'mataku']","['berdebar', 'dada', 'tatap', 'mataku']","['debar', 'dada', 'tatap', 'mata']",debar dada tatap mata
happy,berdendanglah bersamaku,berdendanglah bersamaku,berdendanglah bersamaku,berdendanglah bersamaku,"['berdendanglah', 'bersamaku']","['berdendanglah', 'bersamaku']","['dendang', 'sama']",dendang sama
happy,Berdiri di sini tegar,Berdiri di sini tegar,berdiri di sini tegar,berdiri di sini tegar,"['berdiri', 'di', 'sini', 'tegar']","['berdiri', 'tegar']","['diri', 'tegar']",diri tegar
happy,Berdiri tegar hadapi semua cobaan yang diberikan-Nya,Berdiri tegar hadapi semua cobaan yang diberikan Nya,berdiri tegar hadapi semua cobaan yang diberikan nya,berdiri tegar hadapi semua cobaan yang diberikan nya,"['berdiri', 'tegar', 'hadapi', 'semua', 'cobaan', 'yang', 'diberikan', 'nya']","['berdiri', 'tegar', 'hadapi', 'cobaan', 'nya']","['diri', 'tegar', 'hadap', 'coba', 'nya']",diri tegar hadap coba nya
happy,Berdua kita telah berjanji,Berdua kita telah berjanji,berdua kita telah berjanji,berdua kita telah berjanji,"['berdua', 'kita', 'telah', 'berjanji']","['berdua', 'berjanji']","['dua', 'janji']",dua janji
happy,Berdua selamanya,Berdua selamanya,berdua selamanya,berdua selamanya,"['berdua', 'selamanya']",['berdua'],['dua'],dua
happy,Berdua selamanya selamanya,Berdua selamanya selamanya,berdua selamanya selamanya,berdua selamanya selamanya,"['berdua', 'selamanya', 'selamanya']",['berdua'],['dua'],dua
happy,Berganti malam,Berganti malam,berganti malam,berganti malam,"['berganti', 'malam']","['berganti', 'malam']","['ganti', 'malam']",ganti malam
happy,Bergantung padamu,Bergantung padamu,bergantung padamu,bergantung padamu,"['bergantung', 'padamu']","['bergantung', 'padamu']","['gantung', 'pada']",gantung pada
happy,Bergaya dan trus melaju... ayooo,Bergaya dan trus melaju    ayooo,bergaya dan trus melaju    ayooo,bergaya dan terus melaju ayooo,"['bergaya', 'dan', 'terus', 'melaju', 'ayooo']","['bergaya', 'melaju', 'ayooo']","['gaya', 'laju', 'ayooo']",gaya laju ayooo
happy,Bergeloralah hasrat ini ,Bergeloralah hasrat ini ,bergeloralah hasrat ini ,bergeloralah hasrat ini,"['bergeloralah', 'hasrat', 'ini']","['bergeloralah', 'hasrat']","['gelora', 'hasrat']",gelora hasrat
happy,Berharap dirimu,Berharap dirimu,berharap dirimu,berharap dirimu,"['berharap', 'dirimu']","['berharap', 'dirimu']","['harap', 'diri']",harap diri
happy,Berhasil menarik perhatian semua wanita,Berhasil menarik perhatian semua wanita,berhasil menarik perhatian semua wanita,berhasil menarik perhatian semua wanita,"['berhasil', 'menarik', 'perhatian', 'semua', 'wanita']","['berhasil', 'menarik', 'perhatian', 'wanita']","['hasil', 'tarik', 'perhati', 'wanita']",hasil tarik perhati wanita
happy,Beri aku jalan yang indah,Beri aku jalan yang indah,beri aku jalan yang indah,beri aku jalan yang indah,"['beri', 'aku', 'jalan', 'yang', 'indah']","['jalan', 'indah']","['jalan', 'indah']",jalan indah
happy,Beri aku kekuatan,Beri aku kekuatan,beri aku kekuatan,beri aku kekuatan,"['beri', 'aku', 'kekuatan']",['kekuatan'],['kuat'],kuat
happy,Beri aku kesempatan,Beri aku kesempatan,beri aku kesempatan,beri aku kesempatan,"['beri', 'aku', 'kesempatan']",['kesempatan'],['sempat'],sempat
happy,beri kisahmu dulu bangkitkan,beri kisahmu dulu bangkitkan,beri kisahmu dulu bangkitkan,beri kisahmu dulu bangkitkan,"['beri', 'kisahmu', 'dulu', 'bangkitkan']","['kisahmu', 'bangkitkan']","['kisah', 'bangkit']",kisah bangkit
happy,Beri ku kesempatan,Beri ku kesempatan,beri ku kesempatan,beri ku kesempatan,"['beri', 'ku', 'kesempatan']","['ku', 'kesempatan']","['ku', 'sempat']",ku sempat
happy,Beribadah yok,Beribadah yok,beribadah yok,beribadah yok,"['beribadah', 'yok']","['beribadah', 'yok']","['ibadah', 'yok']",ibadah yok
happy,Beribu cara,Beribu cara,beribu cara,beribu cara,"['beribu', 'cara']",['beribu'],['ibu'],ibu
happy,Berikan aku kesempatan,Berikan aku kesempatan,berikan aku kesempatan,berikan aku kesempatan,"['berikan', 'aku', 'kesempatan']",['kesempatan'],['sempat'],sempat
happy,berikan ku arti hidup ini,berikan ku arti hidup ini,berikan ku arti hidup ini,berikan ku arti hidup ini,"['berikan', 'ku', 'arti', 'hidup', 'ini']","['ku', 'arti', 'hidup']","['ku', 'arti', 'hidup']",ku arti hidup
happy,Berikan ku udara akan ku hirup sedalamnya,Berikan ku udara akan ku hirup sedalamnya,berikan ku udara akan ku hirup sedalamnya,berikan ku udara akan ku hirup sedalamnya,"['berikan', 'ku', 'udara', 'akan', 'ku', 'hirup', 'sedalamnya']","['ku', 'udara', 'ku', 'hirup', 'sedalamnya']","['ku', 'udara', 'ku', 'hirup', 'dalam']",ku udara ku hirup dalam
happy,Berilah aku kepastian,Berilah aku kepastian,berilah aku kepastian,berilah aku kepastian,"['berilah', 'aku', 'kepastian']","['berilah', 'kepastian']","['ilah', 'pasti']",ilah pasti
happy,Berilah daku waktu,Berilah daku waktu,berilah daku waktu,berilah daku waktu,"['berilah', 'daku', 'waktu']","['berilah', 'daku']","['ilah', 'daku']",ilah daku
happy,Berilah diriku,Berilah diriku,berilah diriku,berilah diriku,"['berilah', 'diriku']","['berilah', 'diriku']","['ilah', 'diri']",ilah diri
happy,Berirama dengan apa yang kurasa,Berirama dengan apa yang kurasa,berirama dengan apa yang kurasa,berirama dengan apa yang kurasa,"['berirama', 'dengan', 'apa', 'yang', 'kurasa']","['berirama', 'kurasa']","['irama', 'rasa']",irama rasa
happy,Berjalan menyusuri ingatan ini,Berjalan menyusuri ingatan ini,berjalan menyusuri ingatan ini,berjalan menyusuri ingatan ini,"['berjalan', 'menyusuri', 'ingatan', 'ini']","['berjalan', 'menyusuri', 'ingatan']","['jalan', 'susur', 'ingat']",jalan susur ingat
happy,Berjalan-jalan bagai tahun lalu,Berjalan jalan bagai tahun lalu,berjalan jalan bagai tahun lalu,berjalan jalan bagai tahun lalu,"['berjalan', 'jalan', 'bagai', 'tahun', 'lalu']","['berjalan', 'jalan']","['jalan', 'jalan']",jalan jalan
happy,Berjanjilah,Berjanjilah,berjanjilah,berjanjilah,['berjanjilah'],['berjanjilah'],['janji'],janji
happy,Berjanjilah engkau tak akan,Berjanjilah engkau tak akan,berjanjilah engkau tak akan,berjanjilah engkau tidak akan,"['berjanjilah', 'engkau', 'tidak', 'akan']","['berjanjilah', 'engkau']","['janji', 'engkau']",janji engkau
happy,Berjarak dengan waktu,Berjarak dengan waktu,berjarak dengan waktu,berjarak dengan waktu,"['berjarak', 'dengan', 'waktu']",['berjarak'],['jarak'],jarak
happy,Berjuang cetak gol gemilang,Berjuang cetak gol gemilang,berjuang cetak gol gemilang,berjuang cetak gol gemilang,"['berjuang', 'cetak', 'gol', 'gemilang']","['berjuang', 'cetak', 'gol', 'gemilang']","['juang', 'cetak', 'gol', 'gemilang']",juang cetak gol gemilang
happy,Berkaca,Berkaca,berkaca,berkaca,['berkaca'],['berkaca'],['kaca'],kaca
happy,Berkaca kau dan aku,Berkaca kau dan aku,berkaca kau dan aku,berkaca kamu dan aku,"['berkaca', 'kamu', 'dan', 'aku']",['berkaca'],['kaca'],kaca
happy,Berkaca kau dan aku (kau dan aku),Berkaca kau dan aku  kau dan aku ,berkaca kau dan aku  kau dan aku ,berkaca kamu dan aku kamu dan aku,"['berkaca', 'kamu', 'dan', 'aku', 'kamu', 'dan', 'aku']",['berkaca'],['kaca'],kaca
happy,Berkali ku nyatakan,Berkali ku nyatakan,berkali ku nyatakan,berkali ku nyatakan,"['berkali', 'ku', 'nyatakan']","['berkali', 'ku', 'nyatakan']","['kali', 'ku', 'nyata']",kali ku nyata
happy,Berkatilah  ku perlu rahmat dariMu,Berkatilah  ku perlu rahmat dariMu,berkatilah  ku perlu rahmat darimu,berkatilah ku perlu rahmat darimu,"['berkatilah', 'ku', 'perlu', 'rahmat', 'darimu']","['berkatilah', 'ku', 'rahmat', 'darimu']","['kati', 'ku', 'rahmat', 'dari']",kati ku rahmat dari
happy,Berlari dan terus bernyanyi,Berlari dan terus bernyanyi,berlari dan terus bernyanyi,berlari dan terus bernyanyi,"['berlari', 'dan', 'terus', 'bernyanyi']","['berlari', 'bernyanyi']","['lari', 'nyanyi']",lari nyanyi
happy,Bermain pelangi,Bermain pelangi,bermain pelangi,bermain pelangi,"['bermain', 'pelangi']","['bermain', 'pelangi']","['main', 'pelangi']",main pelangi
happy,Bermanfaat di dunia menuju hidup bahagia,Bermanfaat di dunia menuju hidup bahagia,bermanfaat di dunia menuju hidup bahagia,bermanfaat di dunia menuju hidup bahagia,"['bermanfaat', 'di', 'dunia', 'menuju', 'hidup', 'bahagia']","['bermanfaat', 'dunia', 'hidup', 'bahagia']","['manfaat', 'dunia', 'hidup', 'bahagia']",manfaat dunia hidup bahagia
happy,Bernyanyilah indah dengannya,Bernyanyilah indah dengannya,bernyanyilah indah dengannya,bernyanyilah indah dengannya,"['bernyanyilah', 'indah', 'dengannya']","['bernyanyilah', 'indah', 'dengannya']","['nyanyi', 'indah', 'dengan']",nyanyi indah dengan
happy,Bersahabat dengan waktu yang akan datang,Bersahabat dengan waktu yang akan datang,bersahabat dengan waktu yang akan datang,bersahabat dengan waktu yang akan datang,"['bersahabat', 'dengan', 'waktu', 'yang', 'akan', 'datang']",['bersahabat'],['sahabat'],sahabat
happy,Bersama datangnya pagi,Bersama datangnya pagi,bersama datangnya pagi,bersama datangnya pagi,"['bersama', 'datangnya', 'pagi']","['datangnya', 'pagi']","['datang', 'pagi']",datang pagi
happy,Bersama dewa-dewi,Bersama dewa dewi,bersama dewa dewi,bersama dewa dewi,"['bersama', 'dewa', 'dewi']","['dewa', 'dewi']","['dewa', 'dewi']",dewa dewi
happy,Bersama dirimu,Bersama dirimu,bersama dirimu,bersama dirimu,"['bersama', 'dirimu']",['dirimu'],['diri'],diri
happy,Bersama dirimu ku nikmati senja,Bersama dirimu ku nikmati senja,bersama dirimu ku nikmati senja,bersama dirimu ku nikmati senja,"['bersama', 'dirimu', 'ku', 'nikmati', 'senja']","['dirimu', 'ku', 'nikmati', 'senja']","['diri', 'ku', 'nikmat', 'senja']",diri ku nikmat senja
happy,Bersama dirimu kunikmati senja,Bersama dirimu kunikmati senja,bersama dirimu kunikmati senja,bersama dirimu kunikmati senja,"['bersama', 'dirimu', 'kunikmati', 'senja']","['dirimu', 'kunikmati', 'senja']","['diri', 'nikmat', 'senja']",diri nikmat senja
happy,Bersama hangatnya,Bersama hangatnya,bersama hangatnya,bersama hangatnya,"['bersama', 'hangatnya']",['hangatnya'],['hangat'],hangat
happy,Bersama kita kan terus melangkah kawan tak menyerah,Bersama kita kan terus melangkah kawan tak menyerah,bersama kita kan terus melangkah kawan tak menyerah,bersama kita akan terus melangkah kawan tidak menyerah,"['bersama', 'kita', 'akan', 'terus', 'melangkah', 'kawan', 'tidak', 'menyerah']","['melangkah', 'kawan', 'menyerah']","['lang', 'kawan', 'serah']",lang kawan serah
happy,Bersama kita kan warnai dunia,Bersama kita kan warnai dunia,bersama kita kan warnai dunia,bersama kita akan warnai dunia,"['bersama', 'kita', 'akan', 'warnai', 'dunia']","['warnai', 'dunia']","['warna', 'dunia']",warna dunia
happy,Bersama kita kuat,Bersama kita kuat,bersama kita kuat,bersama kita kuat,"['bersama', 'kita', 'kuat']",['kuat'],['kuat'],kuat
happy,Bersama ku mulai hari baru,Bersama ku mulai hari baru,bersama ku mulai hari baru,bersama ku mulai hari baru,"['bersama', 'ku', 'mulai', 'hari', 'baru']",['ku'],['ku'],ku
happy,bersama satukan rasa dan terus melesat,bersama satukan rasa dan terus melesat,bersama satukan rasa dan terus melesat,bersama satukan rasa dan terus melesat,"['bersama', 'satukan', 'rasa', 'dan', 'terus', 'melesat']","['satukan', 'melesat']","['satu', 'lesat']",satu lesat
happy,Bersama seluruh bidadari,Bersama seluruh bidadari,bersama seluruh bidadari,bersama seluruh bidadari,"['bersama', 'seluruh', 'bidadari']",['bidadari'],['bidadari'],bidadari
happy,Bersama seluruh teman-temanku,Bersama seluruh teman temanku,bersama seluruh teman temanku,bersama seluruh teman temanku,"['bersama', 'seluruh', 'teman', 'temanku']","['teman', 'temanku']","['teman', 'teman']",teman teman
happy,Bersama teman-teman,Bersama teman teman,bersama teman teman,bersama teman teman,"['bersama', 'teman', 'teman']","['teman', 'teman']","['teman', 'teman']",teman teman
happy,Bersamaku hingga berlalu,Bersamaku hingga berlalu,bersamaku hingga berlalu,bersamaku hingga berlalu,"['bersamaku', 'hingga', 'berlalu']",['bersamaku'],['sama'],sama
happy,Bersamaku mulai hari baru,Bersamaku mulai hari baru,bersamaku mulai hari baru,bersamaku mulai hari baru,"['bersamaku', 'mulai', 'hari', 'baru']",['bersamaku'],['sama'],sama
happy,Bersamaku mulai hari ini,Bersamaku mulai hari ini,bersamaku mulai hari ini,bersamaku mulai hari ini,"['bersamaku', 'mulai', 'hari', 'ini']",['bersamaku'],['sama'],sama
happy,Bersamaku slalu sampai mati,Bersamaku slalu sampai mati,bersamaku slalu sampai mati,bersamaku selalu sampai mati,"['bersamaku', 'selalu', 'sampai', 'mati']","['bersamaku', 'mati']","['sama', 'mati']",sama mati
happy,Bersamamu,Bersamamu,bersamamu,bersamamu,['bersamamu'],['bersamamu'],['sama'],sama
happy,Bersamamu akan kah ku jalani hidup...,Bersamamu akan kah ku jalani hidup   ,bersamamu akan kah ku jalani hidup   ,bersamamu akan kah ku jalani hidup,"['bersamamu', 'akan', 'kah', 'ku', 'jalani', 'hidup']","['bersamamu', 'kah', 'ku', 'jalani', 'hidup']","['sama', 'kah', 'ku', 'jalan', 'hidup']",sama kah ku jalan hidup
happy,Bersamamu disetiap waktu,Bersamamu disetiap waktu,bersamamu disetiap waktu,bersamamu disetiap waktu,"['bersamamu', 'disetiap', 'waktu']","['bersamamu', 'disetiap']","['sama', 'tiap']",sama tiap
happy,Bersamamu hampir tak ada gundah,Bersamamu hampir tak ada gundah,bersamamu hampir tak ada gundah,bersamamu hampir tidak ada gundah,"['bersamamu', 'hampir', 'tidak', 'ada', 'gundah']","['bersamamu', 'gundah']","['sama', 'gundah']",sama gundah
happy,Bersamamu kulewati,Bersamamu kulewati,bersamamu kulewati,bersamamu kulewati,"['bersamamu', 'kulewati']","['bersamamu', 'kulewati']","['sama', 'lewat']",sama lewat
happy,Bersamamu ooo woo woo,Bersamamu ooo woo woo,bersamamu ooo woo woo,bersamamu ooo woo woo,"['bersamamu', 'ooo', 'woo', 'woo']","['bersamamu', 'ooo', 'woo', 'woo']","['sama', 'ooo', 'woo', 'woo']",sama ooo woo woo
happy,Bersamamu pancarkan pesona,Bersamamu pancarkan pesona,bersamamu pancarkan pesona,bersamamu pancarkan pesona,"['bersamamu', 'pancarkan', 'pesona']","['bersamamu', 'pancarkan', 'pesona']","['sama', 'pancar', 'pesona']",sama pancar pesona
happy,Bersamamu yang kumau,Bersamamu yang kumau,bersamamu yang kumau,bersamamu yang kumau,"['bersamamu', 'yang', 'kumau']","['bersamamu', 'kumau']","['sama', 'mau']",sama mau
happy,Bersamanya kita harus bahagia,Bersamanya kita harus bahagia,bersamanya kita harus bahagia,bersamanya kita harus bahagia,"['bersamanya', 'kita', 'harus', 'bahagia']","['bersamanya', 'bahagia']","['sama', 'bahagia']",sama bahagia
happy,Bersama-sama semua berdansa,Bersama sama semua berdansa,bersama sama semua berdansa,bersama sama semua berdansa,"['bersama', 'sama', 'semua', 'berdansa']",['berdansa'],['dansa'],dansa
happy,bersandarkan kelabu,bersandarkan kelabu,bersandarkan kelabu,bersandarkan kelabu,"['bersandarkan', 'kelabu']","['bersandarkan', 'kelabu']","['sandar', 'kelabu']",sandar kelabu
happy,bersenang-senang,bersenang senang,bersenang senang,bersenang senang,"['bersenang', 'senang']","['bersenang', 'senang']","['senang', 'senang']",senang senang
happy,bersimpulkan senyuman,bersimpulkan senyuman,bersimpulkan senyuman,bersimpulkan senyuman,"['bersimpulkan', 'senyuman']","['bersimpulkan', 'senyuman']","['simpul', 'senyum']",simpul senyum
happy,Bersinar dalam hatiku,Bersinar dalam hatiku,bersinar dalam hatiku,bersinar dalam hatiku,"['bersinar', 'dalam', 'hatiku']","['bersinar', 'hatiku']","['sinar', 'hati']",sinar hati
happy,Bersinarlah terus bagaikan bintang-bintang,Bersinarlah terus bagaikan bintang bintang,bersinarlah terus bagaikan bintang bintang,bersinarlah terus bagaikan bintang bintang,"['bersinarlah', 'terus', 'bagaikan', 'bintang', 'bintang']","['bersinarlah', 'bintang', 'bintang']","['sar', 'bintang', 'bintang']",sar bintang bintang
happy,bertahun menjalani bersamamu,bertahun menjalani bersamamu,bertahun menjalani bersamamu,bertahun menjalani bersamamu,"['bertahun', 'menjalani', 'bersamamu']","['bertahun', 'menjalani', 'bersamamu']","['tahun', 'jalan', 'sama']",tahun jalan sama
happy,Berteman saja  berteman saja,Berteman saja  berteman saja,berteman saja  berteman saja,berteman saja berteman saja,"['berteman', 'saja', 'berteman', 'saja']","['berteman', 'berteman']","['teman', 'teman']",teman teman
happy,Berteman sepi berkawan kelam,Berteman sepi berkawan kelam,berteman sepi berkawan kelam,berteman sepi berkawan kelam,"['berteman', 'sepi', 'berkawan', 'kelam']","['berteman', 'sepi', 'berkawan', 'kelam']","['teman', 'sepi', 'kawan', 'kelam']",teman sepi kawan kelam
happy,Bertemu berawal di sini,Bertemu berawal di sini,bertemu berawal di sini,bertemu berawal di sini,"['bertemu', 'berawal', 'di', 'sini']",['bertemu'],['temu'],temu
happy,Berubahlah,Berubahlah,berubahlah,berubahlah,['berubahlah'],['berubahlah'],['rubah'],rubah
happy,Berulang Kali Aku Mencoba,Berulang Kali Aku Mencoba,berulang kali aku mencoba,berulang kali aku mencoba,"['berulang', 'kali', 'aku', 'mencoba']","['berulang', 'kali', 'mencoba']","['ulang', 'kali', 'coba']",ulang kali coba
